OBJECTID,NAME,XCoord,YCoord,LATIT,LONGI,
3643,Oakbend Medical Center - Jackson Street Hospital Campus,-95.7709127,29.576367,29.576367,-95.770913,
3644,Red Bluff General Hospital,-95.1490989,29.679118,29.679118,-95.149099,
3645,Riverside General Hospital,-95.3607716,29.7310623,29.731062,-95.360772,
3646,Corpus Christi Medical Center - Northwest,-97.6353991,27.8550196,27.85502,-97.635399,
3647,Rosewood General Hospital (historical),-95.5224427,29.7382851,29.738285,-95.522443,
3648,Rusk State Hospital,-95.15725,31.8077108,31.807711,-95.15725,
3649,Saint Anns Hospital (historical),-99.7336995,32.4642915,32.464292,-99.733699,
3650,Saint David's Medical Center,-97.7259369,30.2899881,30.289988,-97.725937,
3651,Saint Joseph Medical Center,-95.3657767,29.7472597,29.74726,-95.365777,
3652,Saint Josephs Hospital,-97.325572,32.7284644,32.728464,-97.325572,
3653,Saint Jude Hospital,-96.3994108,30.17966,30.17966,-96.399411,
3654,Baylor Saint Luke's Medical Center,-95.4004501,29.7075782,29.707578,-95.40045,
3655,CHRISTUS Santa Rosa Children's Hospital,-98.4986248,29.4274106,29.427411,-98.498625,
3656,Seton Hospital (historical),-97.743339,30.2918743,30.291874,-97.743339,
3657,John Peter Smith Hospital,-97.3268075,32.7272525,32.727253,-97.326807,
3658,Southmore Medical Clinic,-95.2057648,29.6910088,29.691009,-95.205765,
3659,Audie L Murphy Veterans Affairs Hospital,-98.5803753,29.5069866,29.506987,-98.580375,
3660,Spann Hospital,-97.403881,27.7750283,27.775028,-97.403881,
3661,South Texas Hospital,-97.7061822,26.1595604,26.15956,-97.706182,
3662,Stephens Memorial Hospital,-98.8871837,32.7540112,32.754011,-98.887184,
3663,T and P Hospital,-94.3826967,32.547649,32.547649,-94.382697,
3664,Terrace Gardens Nursing Home,-102.10986,31.9934565,31.993457,-102.10986,
3665,Texas Elks Hospital,-97.5824961,29.5952324,29.595232,-97.582496,
3666,Texas Medical Center,-95.4013283,29.7096742,29.709674,-95.401328,
3667,Val Verde Regional Medical Center,-100.8923943,29.3750656,29.375066,-100.892394,
3668,Valley Baptist Medical Center of Harlingen,-97.6705453,26.1749756,26.174976,-97.670545,
3669,Westbury Hospital (historical),-95.4779975,29.651621,29.651621,-95.477997,
3670,Wheatland Retreat Hospital,-96.8263894,32.6481892,32.648189,-96.826389,
3671,Wilson Hospital,-97.3866584,27.7491964,27.749196,-97.386658,
3672,Woodlawn Hospital,-98.5133512,29.4524542,29.452454,-98.513351,
3673,Woodlawn Hospital,-96.8147239,32.8040174,32.804017,-96.814724,
3674,Abell Clinic,-101.7951656,33.5959185,33.595919,-101.795166,
3675,Allen Hospital,-98.2280807,30.7546265,30.754627,-98.228081,
3676,Amarillo Osteopathic Hospital,-101.8468533,35.2044973,35.204497,-101.846853,
3677,William Beaumont Army Medical Center,-106.4624536,31.8207766,31.820777,-106.462454,
3678,Bethania Hospital,-98.5017208,33.9028754,33.902875,-98.501721,
3679,Cerebral Palsy Treatment Center,-101.8512772,33.5623077,33.562308,-101.851277,
3680,Chimney Marine Hospital,-94.8146407,29.2899594,29.289959,-94.814641,
3681,Club of Christ Hospital,-94.3474184,32.4407087,32.440709,-94.347418,
3682,Coon Memorial Hospital,-102.5214362,36.0513986,36.051399,-102.521436,
3683,Cripple Childrens Hospital,-97.1550033,31.5582216,31.558222,-97.155003,
3684,Garza Memorial Hospital,-101.3854165,33.1873173,33.187317,-101.385416,
3685,Goodnight Hospital,-101.8737777,33.5628632,33.562863,-101.873778,
3686,Hamilton Hospital,-98.7640669,33.3693296,33.36933,-98.764067,
3687,Highland General Hospital,-100.9712603,35.5467113,35.546711,-100.97126,
3688,Hillcrest Baptist Medical Center,-97.1747397,31.5592234,31.559223,-97.17474,
3689,Wilson N Jones Regional Medical Center,-96.6240239,33.6378358,33.637836,-96.624024,
3690,St. Marys Hospital,-94.7754731,29.3096811,29.309681,-94.775473,
3691,McKnight State Sanatorium,-100.6498232,31.6118207,31.611821,-100.649823,
3692,Shannon Medical Center,-100.4348595,31.4651379,31.465138,-100.434859,
3693,Mercy Hospital,-98.5352954,28.9235847,28.923585,-98.535295,
3694,Mercy Hospital,-101.6562694,33.4337001,33.4337,-101.656269,
3695,Newton Memorial Hospital,-96.9808195,30.854912,30.854912,-96.980819,
3696,Nightingale Hospital,-96.2666311,29.2016403,29.20164,-96.266631,
3697,Northwest Texas Hospital,-101.9202376,35.1999219,35.199922,-101.920238,
3698,O'Conner Clinic,-99.0939219,28.8905274,28.890527,-99.093922,
3699,Peoples Hospital,-101.3365461,33.9748012,33.974801,-101.336546,
3700,Porter Hospital,-101.867389,33.5773075,33.577308,-101.867389,
3701,Providence Hospital,-97.1536143,31.5579438,31.557944,-97.153614,
3702,Little River Medical Center,-97.0206258,30.6510037,30.651004,-97.020626,
3703,Saint Anthonys Hospital,-101.8346304,35.2206083,35.220608,-101.83463,
3704,Saint Edwards Hospital,-96.9772081,30.8588008,30.858801,-96.977208,
3705,Shannon Medical Center - Saint John's Campus,-100.4023659,31.4717239,31.471724,-100.402366,
3706,Saint Joseph Regional Health Center,-96.3458902,30.6560155,30.656016,-96.34589,
3707,CHRISTUS Spohn Hospital - Saint Mary,-93.9241938,29.9092591,29.909259,-93.924194,
3708,Saint Marys Hospital,-101.8732225,33.5770296,33.57703,-101.873222,
3709,Scott and White Vasicek Cancer Treatment Center,-97.3633672,31.0777667,31.077767,-97.363367,
3710,Southton Sanitorium,-98.4216814,29.3121817,29.312182,-98.421681,
3711,Stonewall Memorial Hospital,-100.2291634,33.1505986,33.150599,-100.229163,
3712,Taylor Hospital,-101.8701671,33.5900851,33.590085,-101.870167,
3713,The Johns Clinic,-97.4172218,30.5718661,30.571866,-97.417222,
3714,Baylor Scott and White Medical Center Taylor,-97.4153672,30.5911259,30.591126,-97.415367,
3715,North Texas State Hospital,-99.3253606,34.1550014,34.155001,-99.325361,
3716,Southwest Regional Specialty Hospital,-101.8509612,33.586889,33.586889,-101.850961,
3717,North Texas State Hospital,-98.5244994,33.8456966,33.845697,-98.524499,
3718,Wintermute Memorial Hospital,-95.783573,33.328999,33.328999,-95.783573,
3719,Worley Hospital,-100.9657046,35.5364336,35.536434,-100.965705,
3720,City Tubercular Hospital,-95.4032726,29.7585616,29.758562,-95.403273,
3721,Doctors Hospital,-95.3849379,29.8513364,29.851336,-95.384938,
3722,Heights Hospital,-95.4041056,29.8035602,29.80356,-95.404106,
3723,Jefferson Davis Hospital,-95.3841054,29.760506,29.760506,-95.384105,
3724,Kimble County District Hospital,-99.7804408,30.4986559,30.498656,-99.780441,
3725,Little York Hospital,-95.3421588,29.8713356,29.871336,-95.342159,
3726,Lockwood Hospital,-95.317992,29.8060597,29.80606,-95.317992,
3727,Valley Baptist Medical Center - Brownsville,-97.5110781,25.9179644,25.917964,-97.511078,
3728,North Shore Hospital,-95.2146561,29.7718938,29.771894,-95.214656,
3729,Oak Place Hospital,-95.3785497,29.7516173,29.751617,-95.37855,
3730,Oakridge Sanitarium,-97.7658386,30.2332651,30.233265,-97.765839,
3731,Our Lady of Mount Carmel Hospital,-97.7563939,30.226321,30.226321,-97.756394,
3732,Parkway Hospital,-95.4010494,29.8588363,29.858836,-95.401049,
3733,Rockglen General Hospital,-95.1932667,29.7724492,29.772449,-95.193267,
3734,Saint Elizabeth Hospital,-95.3243814,29.7755052,29.775505,-95.324381,
3735,Saint Judes Nursing Home,-97.7775052,30.2146544,30.214654,-97.777505,
3736,Sam Houston Memorial Hospital,-95.4941081,29.8002274,29.800227,-95.494108,
3737,Southern Pacific Hospital,-95.364938,29.7766165,29.776617,-95.364938,
3738,Spring Branch Medical Center,-95.5087262,29.8040944,29.804094,-95.508726,
3739,Tidelands General Hospital,-95.1452098,29.7741157,29.774116,-95.14521,
3740,Northeast Baptist Hospital,-98.4286251,29.5199497,29.51995,-98.428625,
3741,Southwest General Hospital,-98.5449649,29.3539853,29.353985,-98.544965,
3742,Burns Hospital,-97.2852678,29.0994206,29.099421,-97.285268,
3743,Center for Psychiatric Information,-94.9799909,29.7378145,29.737815,-94.979991,
3744,Leggett Memorial Hospital,-95.0846551,30.3421533,30.342153,-95.084655,
3745,Bishop Byrne Wellness Center,-93.9454495,29.9274364,29.927436,-93.945449,
3746,Renaissance Groves Hospital,-93.9233183,29.9397714,29.939771,-93.923318,
3747,Park Place Medical Center,-93.9459572,29.9160663,29.916066,-93.945957,
3748,Mid-Jefferson Hospital,-93.9868404,29.9557694,29.955769,-93.98684,
3749,Danforth Memorial Hospital,-94.9013114,29.3927336,29.392734,-94.901311,
3750,University of Texas Medical Branch--John Sealy Hospital,-94.7767929,29.3108025,29.310803,-94.776793,
3751,John Sealy Hospital,-94.7774176,29.3110699,29.31107,-94.777418,
3752,Mainland Medical Center,-94.985894,29.3940989,29.394099,-94.985894,
3753,Shriners Hospital for Children,-94.7770794,29.309486,29.309486,-94.777079,
3754,TDC Hospital,-94.7754731,29.3127366,29.312737,-94.775473,
3755,Carl R Darnall Army Medical Center,-97.7738719,31.1307483,31.130748,-97.773872,
3756,Metroplex Hospital,-97.8015616,31.1136028,31.113603,-97.801562,
3757,Cottonwood Hospital,-111.8852128,40.6449474,40.644947,-111.885213,
3758,Pioneer Valley Hospital,-111.9908101,40.6981942,40.698194,-111.99081,
3759,Allen Memorial Hospital,-109.5637285,38.578871,38.578871,-109.563728,
3760,Ashley Regional Medical Center,-109.5316627,40.4577167,40.457717,-109.531663,
3761,Beaver Valley Hospital,-112.6444603,38.2890986,38.289099,-112.64446,
3762,Castleview Hospital,-110.8329231,39.6053806,39.605381,-110.832923,
3763,Charter Summit Hospital,-111.8957686,40.6202255,40.620226,-111.895769,
3764,Delta Community Medical Center,-112.5610502,39.3500811,39.350081,-112.56105,
3765,Dixie Regional Medical Center,-113.5758924,37.0988824,37.098882,-113.575892,
3766,Uintah Basin Medical Center,-109.9963887,40.3043575,40.304358,-109.996389,
3767,Gunnison Valley Hospital,-111.8166033,39.1562334,39.156233,-111.816603,
3768,Jordan Valley Medical Center,-111.9745,40.5903996,40.5904,-111.9745,
3769,Kane County Hospital,-112.5291591,37.0544111,37.054411,-112.529159,
3770,Milford Valley Memorial Hospital,-113.0089668,38.4071085,38.407109,-113.008967,
3771,Rivendell of Utah,-112.0313279,40.5932805,40.593281,-112.031328,
3772,Sanpete Valley Hospital,-111.4610426,39.5314138,39.531414,-111.461043,
3773,Tooele Valley Regional Medical Center,-112.2946687,40.5263332,40.526333,-112.294669,
3774,U.S. Forest Service Clinic,-110.709032,37.5166575,37.516658,-110.709032,
3775,Valley View Medical Center,-113.0664767,37.6997896,37.69979,-113.066477,
3776,Wasatch Canyons Hospital,-111.9363256,40.6468916,40.646892,-111.936326,
3777,Wasatch County Hospital (historical),-111.4043493,40.5068991,40.506899,-111.404349,
3778,Saint Benedict Hospital,-111.9421631,41.2102217,41.210222,-111.942163,
3779,American Fork Hospital,-111.7669103,40.3802201,40.38022,-111.76691,
3780,Bear River Valley Hospital,-112.1824004,41.7243444,41.724344,-112.1824,
3781,Brigham City Community Hospital,-112.0258808,41.4911451,41.491145,-112.025881,
3782,Central Valley Medical Center,-111.8378196,39.7314393,39.731439,-111.83782,
3783,Charter Canyon Hospital,-111.6640897,40.3105096,40.31051,-111.66409,
3784,Doxey-Hatch Medical Center,-111.8557679,40.6871692,40.687169,-111.855768,
3785,Garfield Memorial Hospital,-112.4267594,37.8264196,37.82642,-112.426759,
3786,Salt Lake Regional Medical Center,-111.8613419,40.7679065,40.767907,-111.861342,
3787,Humana Hospital Davis North,-111.9957757,41.0896661,41.089666,-111.995776,
3788,Lakeview Hospital,-111.8688141,40.8857281,40.885728,-111.868814,
3789,LDS Hospital,-111.8797226,40.7782196,40.77822,-111.879723,
3790,Logan Regional Hospital,-111.8222985,41.7557344,41.755734,-111.822298,
3791,Mountain View Hospital,-111.7141847,40.0437717,40.043772,-111.714185,
3792,McKay - Dee Hospital Center,-111.9535632,41.1833232,41.183323,-111.953563,
3793,Olympus View Hospital,-111.8499344,40.6960581,40.696058,-111.849934,
3794,Orem Community Hospital,-111.7079282,40.3030075,40.303008,-111.707928,
3795,Parkside Recovery Center,-111.8557679,40.6871692,40.687169,-111.855768,
3796,Primary Children's Medical Center,-111.838563,40.7712567,40.771257,-111.838563,
3797,Riverwood Hospital,-111.6679787,40.2480103,40.24801,-111.667979,
3798,Saint Marks Hospital (historical),-111.8999369,40.7874458,40.787446,-111.899937,
3799,San Juan Hospital,-109.3497301,37.8744112,37.874411,-109.34973,
3800,Sevier Valley Medical Center,-112.0835186,38.7826105,38.782611,-112.083519,
3801,Shriners Hospital for Children,-111.8504238,40.7773923,40.777392,-111.850424,
3802,South Davis Community Hospital,-111.8716892,40.8850012,40.885001,-111.871689,
3803,Ogden Regional Medical Center,-111.9705624,41.164437,41.164437,-111.970562,
3804,Saint Mark's Hospital,-111.857015,40.6859013,40.685901,-111.857015,
3805,Utah Valley Hospital,-111.6658438,40.247915,40.247915,-111.665844,
3806,George E Wahlen Department of Veterans Affairs Medical Center,-111.8412423,40.7571316,40.757132,-111.841242,
3807,University Neuropsychiatric Institute,-111.8229348,40.7580287,40.758029,-111.822935,
3808,University of Utah Hospital,-111.8366506,40.7717263,40.771726,-111.836651,
3809,Utah State Hospital,-111.634815,40.2346777,40.234678,-111.634815,
3810,Fillmore Community Medical Center,-112.3403256,38.9545164,38.954516,-112.340326,
3811,Hertiage Park Care Center,-112.0446647,41.1621662,41.162166,-112.044665,
3812,Monument Valley Adventist Hospital,-110.2090186,37.0097231,37.009723,-110.209019,
3813,Fletcher Allen Health Care Medical Center Fanny Allen Campus,-73.1580824,44.4963721,44.496372,-73.158082,
3814,Northwestern Medical Center,-73.072516,44.8076615,44.807662,-73.072516,
3815,Porter Medical Center,-73.1682802,43.9999072,43.999907,-73.16828,
3816,Vermont Sanatorium,-73.0178869,43.7145106,43.714511,-73.017887,
3817,Southwestern Vermont Medical Center,-73.2074953,42.8739117,42.873912,-73.207495,
3818,Virginia Hospital Center,-77.1272792,38.8888809,38.888881,-77.127279,
3819,Blue Ridge Sanatorium,-78.471678,38.0090289,38.009029,-78.471678,
3820,Central State Hospital,-77.4508555,37.2098903,37.20989,-77.450855,
3821,DeWitt Hospital,-77.1366462,38.7003934,38.700393,-77.136646,
3822,Inova Fairfax Hospital,-77.2277809,38.8577727,38.857773,-77.227781,
3823,Greensville Memorial Hospital,-77.5401023,36.7003721,36.700372,-77.540102,
3824,Lynchburg Training School and Hospital,-79.1161346,37.4104205,37.410421,-79.116135,
3825,Graydon Manor,-77.589263,39.1173161,39.117316,-77.589263,
3826,Piedmont Geriatric Hospital,-78.1748563,37.192354,37.192354,-78.174856,
3827,Riverside Tappahannock Hospital,-76.8787515,37.9012986,37.901299,-76.878751,
3828,Inova Alexandria Hospital,-77.1055305,38.8221176,38.822118,-77.10553,
3829,Bedford Memorial Hospital,-79.5172643,37.3514705,37.351471,-79.517264,
3830,Sentara CarePlex Hospital,-76.3899536,37.0571986,37.057199,-76.389954,
3831,Martha Jefferson Hospital,-78.4444262,38.0227504,38.02275,-78.444426,
3832,Mary Washington Hospital,-77.4836478,38.3109588,38.310959,-77.483648,
3833,Danville Regional Medical Center,-79.4052814,36.5780544,36.578054,-79.405281,
3834,Municipal Hospital,-76.2052154,36.8673699,36.86737,-76.205215,
3835,Sentara Obici Hospital,-76.5810646,36.7732526,36.773253,-76.581065,
3836,Prince William Medical Center,-77.4875255,38.7673085,38.767309,-77.487525,
3837,John Randolph Medical Center,-77.2912709,37.3080359,37.308036,-77.291271,
3838,Riverside Regional Medical Center,-76.4828343,37.0644128,37.064413,-76.482834,
3839,Bon Secours DePaul Medical Center,-76.2816202,36.899484,36.899484,-76.28162,
3840,Southampton Memorial Hospital,-76.9373959,36.6917809,36.691781,-76.937396,
3841,Carilion Stonewall Jackson Hospital,-79.4411474,37.7787861,37.778786,-79.441147,
3842,Winslow Hospital,-79.3994671,36.5690276,36.569028,-79.399467,
3843,Rehabilitation Hospital of Southwest Virginia,-82.2168321,36.5970689,36.597069,-82.216832,
3844,C and O Hospital,-79.8419954,37.8104054,37.810405,-79.841995,
3845,Carilion Giles Memorial Hospital (historical),-80.7223673,37.3223501,37.32235,-80.722367,
3846,Page Memorial Hospital,-78.4686566,38.6622836,38.662284,-78.468657,
3847,Southwestern Virginia Mental Health Institute,-81.5112337,36.8330165,36.833017,-81.511234,
3848,Catawba Hospital,-80.1101637,37.3915462,37.391546,-80.110164,
3849,Powhatan Nursing Home,-77.1644244,38.9062225,38.906223,-77.164424,
3850,Access Emergency Hospital,-77.3569298,38.9656658,38.965666,-77.35693,
3851,Andrew Rader Army Health Clinic,-77.07609,38.87039,38.87039,-77.07609,
3852,Joseph Willard Health Center,-77.3002778,38.8505556,38.850556,-77.300278,
3853,Fairfax Nursing Home,-77.3158179,38.8487236,38.848724,-77.315818,
3854,Inova Commonwealth Care Center,-77.3102624,38.8376127,38.837613,-77.310262,
3855,Fort Myer Hospital,-77.0808113,38.8806676,38.880668,-77.080811,
3856,Woodburn Center for Mental Health,-77.227482,38.8551122,38.855112,-77.227482,
3857,North Virginia Mental Health Institute,-77.2321302,38.8578143,38.857814,-77.23213,
3858,Dominion Hospital,-77.15801,38.87006,38.87006,-77.15801,
3859,Manor Care Nursing Home,-77.1288682,38.8601123,38.860112,-77.128868,
3860,Holly Manor Nursing Home,-78.4216627,37.3082074,37.308207,-78.421663,
3861,Centra Southside Community Hospital,-78.4043165,37.3026795,37.30268,-78.404316,
3862,Hunter Holmes McGuire Veterans Affairs Medical Center Richmond,-77.4674622,37.4979359,37.497936,-77.467462,
3863,Blackstone Health Center,-77.9947258,37.0809835,37.080984,-77.994726,
3864,Letcher Memorial Hospital (historical),-77.8433263,36.7620914,36.762091,-77.843326,
3865,Carilion Franklin Memorial Hospital,-79.8903479,36.9940481,36.994048,-79.890348,
3866,Orange-Gordonsville Community Hospital,-78.1894476,38.1406911,38.140691,-78.189448,
3867,Lee Regional Medical Center,-83.0510235,36.7486324,36.748632,-83.051023,
3868,Buchanan General Hospital,-82.0655099,37.2853283,37.285328,-82.06551,
3869,Russell County Medical Center,-82.0787807,36.8987068,36.898707,-82.078781,
3870,Clinch Valley Medical Center,-81.8202816,37.094716,37.094716,-81.820282,
3871,Mattie Williams Hospital,-81.7973384,37.0951135,37.095114,-81.797338,
3872,Carilion Tazewell Community Hospital,-81.4889519,37.1238842,37.123884,-81.488952,
3873,Culpeper Regional Hospital,-78.0127863,38.4549784,38.454978,-78.012786,
3874,Johnston Memorial Hospital,-81.9121591,36.7228398,36.72284,-81.912159,
3875,Bell Hospital (historical),-76.699761,37.2704,37.2704,-76.699761,
3876,Burrell Memorial Hospital,-79.9494826,37.2826367,37.282637,-79.949483,
3877,Children's Hospital of Richmond,-77.450706,37.5709974,37.570997,-77.450706,
3878,Commonwealth Center for Children and Adolescents,-79.0447504,38.1309659,38.130966,-79.04475,
3879,Eastern State Hospital,-76.7357259,37.2900525,37.290053,-76.735726,
3880,Fauquier Hospital,-77.8090619,38.7127566,38.712757,-77.809062,
3881,Gill Memorial Hospital,-79.940871,37.2673594,37.267359,-79.940871,
3882,Kenner Army Health Clinic,-77.3471515,37.2382828,37.238283,-77.347151,
3883,Lewis Gale Hospital,-79.9461489,37.2695815,37.269582,-79.946149,
3884,Memorial Hospital,-79.9408706,37.2518044,37.251804,-79.940871,
3885,Patrick Henry Hospital,-76.5102288,37.1476458,37.147646,-76.510229,
3886,Memorial Medical Center,-77.46433,37.59001,37.59001,-77.46433,
3887,Saint Lukes Hospital,-77.4530391,37.5498686,37.549869,-77.453039,
3888,Salvation Army Hospital,-77.4172045,37.5648682,37.564868,-77.417204,
3889,Shenandoah Hospital,-79.9544823,37.2706926,37.270693,-79.954482,
3890,Westbrook Psychiatric Hospital,-77.462206,37.5973678,37.597368,-77.462206,
3891,Western State Hospital,-79.0371081,38.1371874,38.137187,-79.037108,
3892,Staunton Correctional Facility (historical),-79.0669734,38.1451318,38.145132,-79.066973,
3893,Wise County Memorial Hospital,-82.5851556,36.972601,36.972601,-82.585156,
3894,Reston Hospital Center,-77.3641651,38.9622175,38.962218,-77.364165,
3895,Marion General Hospital,-81.5226148,36.8320604,36.83206,-81.522615,
3896,Smyth County Community Hospital,-81.4881633,36.8520932,36.852093,-81.488163,
3897,Waynesboro Community Hospital,-78.9014129,38.0670803,38.06708,-78.901413,
3898,Virginia Commonwealth University Community Memorial Hospital,-78.1334486,36.7335999,36.7336,-78.133449,
3899,Radford Community Hospital,-80.5689472,37.1290148,37.129015,-80.568947,
3900,A B Adams Convalescent Center,-77.5377585,36.6857052,36.685705,-77.537758,
3901,Greensville County Health Center,-77.5410919,36.6868163,36.686816,-77.541092,
3902,Meherrin Dialysis Center,-77.5410922,36.6995939,36.699594,-77.541092,
3903,Prince Squire Medical Center,-77.5402588,36.6995939,36.699594,-77.540259,
3904,Wythe County Community Hospital,-81.0971158,36.9544465,36.954447,-81.097116,
3905,LewisGale Hospital at Pulaski,-80.7572253,37.0680512,37.068051,-80.757225,
3906,Pulaski Hospital (historical),-80.784516,37.0562315,37.056232,-80.784516,
3907,Halifax Regional Hospital,-78.9143511,36.7122477,36.712248,-78.914351,
3908,Jefferson Memorial Hospital,-77.1077566,38.8406682,38.840668,-77.107757,
3909,Circle Terrace Hospital,-77.0755334,38.8267796,38.82678,-77.075533,
3910,Woodbine Nursing and Convalescent Home,-77.0733111,38.8159464,38.815946,-77.073311,
3911,Goodwin House Nursing Home,-77.1130344,38.8367794,38.836779,-77.113034,
3912,South Boston Hospital,-78.8991764,36.7048603,36.70486,-78.899176,
3913,Martinsville General Hospital,-79.864205,36.6868041,36.686804,-79.864205,
3914,Memorial Hospital of Martinsville,-79.867181,36.699243,36.699243,-79.867181,
3915,Barnes General Hospital,-122.6573193,45.6381725,45.638173,-122.657319,
3916,PeaceHealth Saint John Medical Center Broadway Campus,-122.9243658,46.1371405,46.137141,-122.924366,
3917,Eastern State Hospital,-117.7045684,47.5736576,47.573658,-117.704568,
3918,Edgecliff Hospital (historical),-117.3024314,47.6523937,47.652394,-117.302431,
3919,Fairfax Sanitarium,-122.2037358,47.718154,47.718154,-122.203736,
3920,Good Samaritan Hospital,-122.2895275,47.1793993,47.179399,-122.289527,
3921,Madigan Army Medical Center,-122.5522247,47.1088976,47.108898,-122.552225,
3922,Mason Hospital,-122.326793,47.6098206,47.609821,-122.326793,
3923,East Adams Rural Hospital,-118.3718846,47.1212219,47.121222,-118.371885,
3924,Needham Hospital,-122.4910025,48.7703866,48.770387,-122.491002,
3925,Northern State Hospital,-122.2057116,48.53122,48.53122,-122.205712,
3926,Providence Hospital,-122.2170798,47.9756512,47.975651,-122.21708,
3927,Puget Sound Behavioral Health Psychiatric Hospital,-122.4350423,47.2271313,47.227131,-122.435042,
3928,Quincy Valley Medical Center,-119.8681256,47.2309379,47.230938,-119.868126,
3929,Riverside Infirmary,-122.210673,47.1851012,47.185101,-122.210673,
3930,PeaceHealth Saint John Medical Center,-122.9414351,46.1304622,46.130462,-122.941435,
3931,Saint Joseph Hospital,-122.6681528,45.6303948,45.630395,-122.668153,
3932,Providence Saint Mary Medical Center,-118.3431951,46.0622288,46.062229,-118.343195,
3933,Providence Saint Peter Hospital,-122.8473895,47.0529411,47.052941,-122.847389,
3934,Valley Hospital and Medical Center,-117.2355265,47.6708467,47.670847,-117.235526,
3935,United States Marina Hospital,-122.3154035,47.5928764,47.592876,-122.315403,
3936,Western State Hospital,-122.5659512,47.1783919,47.178392,-122.565951,
3937,Northwest Hospital and Medical Center,-122.3367234,47.7142759,47.714276,-122.336723,
3938,Highline Medical Center,-122.3432147,47.4574338,47.457434,-122.343215,
3939,Cedar Hills Treatment Center,-122.0378955,47.4598234,47.459823,-122.037895,
3940,Overlake Hospital Medical Center,-122.1868884,47.6204459,47.620446,-122.186888,
3941,Riverton General Hospital,-122.2962349,47.4873214,47.487321,-122.296235,
3942,EvergreenHealth Medical Center,-122.1784092,47.7155564,47.715556,-122.178409,
3943,West Seattle General Hospital (historical),-122.3665155,47.5353763,47.535376,-122.366515,
3944,Veterans Affairs Puget Sound Health Care System - American Lake Division,-122.5784996,47.1332995,47.1333,-122.5785,
3945,Swedish Medical Center Cherry Hill Campus,-122.3093867,47.6072371,47.607237,-122.309387,
3946,Summit Pacific Medical Center,-123.391844,47.007007,47.007007,-123.391844,
3947,Lincoln Hospital,-118.1453585,47.6579305,47.657931,-118.145358,
3948,Kadlec Regional Medical Center,-119.2820496,46.28123,46.28123,-119.28205,
3949,Fairfax Hospital,-122.2041721,47.7191874,47.719187,-122.204172,
3950,Grays Harbor Community Hospital Main Campus,-123.8471855,46.979234,46.979234,-123.847185,
3951,Klickitat Valley Hospital,-120.8111048,45.8201834,45.820183,-120.811105,
3952,Overlake Park Medical Center,-122.1342893,47.6345439,47.634544,-122.134289,
3953,Providence Centralia Hospital,-122.9854881,46.7124132,46.712413,-122.985488,
3954,Saint Josephs Hospital,-123.820722,46.9812038,46.981204,-123.820722,
3955,PeaceHealth Saint Joseph Medical Center,-122.4732258,48.7734441,48.773444,-122.473226,
3956,Providence Regional Medical Center Everett - Colby Campus,-122.2058679,47.9999821,47.999982,-122.205868,
3957,PeaceHealth Saint Joseph Medical Center South Campus,-122.4725554,48.744037,48.744037,-122.472555,
3958,Stevens Hospital,-122.3342601,47.8033126,47.803313,-122.33426,
3959,Tri - State Memorial Hospital and Medical Campus,-117.0543583,46.4028634,46.402863,-117.054358,
3960,Deer Park Health Center and Hospital,-117.4613985,47.9512012,47.951201,-117.461398,
3961,Columbia Basin Hospital,-119.5469265,47.3144973,47.314497,-119.546926,
3962,Dayton General Hospital,-117.9702522,46.3121067,46.312107,-117.970252,
3963,Whitman Hospital and Medical Center,-117.3760476,46.8689326,46.868933,-117.376048,
3964,Whidbey General Hospital,-122.6843277,48.2138934,48.213893,-122.684328,
3965,Deaconess Hospital,-120.314516,47.4181821,47.418182,-120.314516,
3966,Monroe General Hospital,-121.9901253,47.8634325,47.863433,-121.990125,
3967,Mount Carmel Hospital,-117.892748,48.5406726,48.540673,-117.892748,
3968,Central Washington Hospital,-120.3204642,47.4065637,47.406564,-120.320464,
3969,Valley View Hospital,-117.8847029,48.5396251,48.539625,-117.884703,
3970,Mason General Hospital,-123.1140445,47.225939,47.225939,-123.114044,
3971,Mid - Valley Hospital,-119.5464808,48.3965332,48.396533,-119.546481,
3972,North Valley Hospital,-119.43863,48.70677,48.70677,-119.43863,
3973,Cascade Valley Hospital,-122.1185631,48.1887957,48.188796,-122.118563,
3974,Lake Chelan Community Hospital,-120.009696,47.8450371,47.845037,-120.009696,
3975,Three Rivers Hospital,-119.7829444,48.1061457,48.106146,-119.782944,
3976,Roslyn and Cle Elum Hospital and Clinic,-120.9503604,47.1953974,47.195397,-120.95036,
3977,Providence Saint Joseph's Hospital,-117.7107984,48.2779538,48.277954,-117.710798,
3978,Jonathan M Wainwright Memorial Veterans Affairs Medical Center,-118.3585457,46.0537009,46.053701,-118.358546,
3979,Harborview Medical Center,-122.3242879,47.6034809,47.603481,-122.324288,
3980,Harrison Medical Center Bremerton,-122.6250479,47.583152,47.583152,-122.625048,
3981,Memorial General Hospital (historical),-79.8625692,38.9317727,38.931773,-79.862569,
3982,Weirton Osteopathic Hospital (historical),-80.5770161,40.4186788,40.418679,-80.577016,
3983,Weirton Medical Center,-80.5279789,40.3931064,40.393106,-80.527979,
3984,C & O Hospital (historical),-82.4248755,38.4209166,38.420917,-82.424875,
3985,Cabell Huntington Hospital,-82.42741,38.4098055,38.409806,-82.42741,
3986,Guthrie Hospital (historical),-82.4487653,38.4167496,38.41675,-82.448765,
